"word","id","property","object","question","sparql"
"record","394","  ","[RecordLabel]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type RecordLabel ; genre Grunge ; country Canada }","Give me all Canadian Grunge record labels."
"republic","218","  ","[dbr:French_Fifth_Republic, Czech_Republic]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?ff WHERE { dbr:French_Fifth_Republic foundingDate ?ff }","when was the founding date of french fifth republic?"
"  ","386","  ","[dbr:French_Fifth_Republic, Czech_Republic]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Czech_Republic currency ?uri }","What is the currency of the Czech Republic?"
"rhine","278","  ","[dbr:North_Rhine-Westphalia]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?"
"river","57","  ","[River, BodyOfWater]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/River> . ?x <http://dbpedia.org/ontology/inflow> ?uri ; a <http://dbpedia.org/ontology/Lake> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> }","Which rivers flow into a German lake?"
"  ","149","  ","[River, BodyOfWater]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/River> { ?uri <http://dbpedia.org/ontology/length> ?l } UNION { ?uri <http://dbpedia.org/property/length> ?l } } ORDER BY DESC(?l) OFFSET 0 LIMIT 1","What is the longest river?"
"  ","251","  ","[River, BodyOfWater]","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type BodyOfWater ; length ?length } ORDER BY DESC(?length) LIMIT 1","What is the longest river in the world?"
"rocket","167","  ","[Rocket]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Rocket> ; <http://dbpedia.org/ontology/launchSite> <http://dbpedia.org/resource/Baikonur_Cosmodrome> }","Which rockets were launched from Baikonur?"
"rolls-royce","75","  ","[Rolls-Royce_Motors]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri }","Who is the owner of Rolls-Royce?"
"rome","178","  ","[King_of_Rome, Rome]","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/King_of_Rome> }","List the seven kings of Rome."
"  ","297","  ","[King_of_Rome, Rome]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Rome timeZone ?uri }","In which time zone is Rome?"
"root","344","  ","[languageFamily]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE { dbr:Urdu languageFamily ?uri . dbr:Persian_language languageFamily ?uri }","Do Urdu and Persian have a common root?"
"rose","341","  ","[dbr:Wars_of_the_Roses]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT DISTINCT ?result WHERE { ?uri isPartOfMilitaryConflict dbr:Wars_of_the_Roses ; result ?result ; date ?date } ORDER BY DESC(?date) OFFSET 0 LIMIT 1","What was the final result of the War of the Roses?"
"rotterdam","300","  ","[Rotterdam]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Rotterdam leaderName ?uri }","Who is the mayor of Rotterdam?"
"route","366","  ","[Chile_Route_68]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Chile_Route_68 routeEnd ?uri }","In which city does the Chile Route 68 end?"
"russia","382","  ","[Russia]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Russia governmentType ?uri }","What form of government does Russia have?"
"san","370","  ","[San_Pedro_de_Atacama]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { San_Pedro_de_Atacama timeZone ?uri }","What is the timezone in San Pedro de Atacama?"
"scientist","328","  ","[Scientist]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri knownFor Manhattan_Project ; rdf:type Scientist ; knownFor Nobel_Peace_Prize }","Which scientist is known for the Manhattan Project and the Nobel Peace Prize?"
"season","158","  ","[seasonNumber]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series The_Sopranos ; seasonNumber 1 }","List all episodes of the first season of the HBO television series The Sopranos!"
"  ","331","  ","[seasonNumber]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series The_Sopranos ; seasonNumber 1 }","List all episodes of the first season of the HBO television series The Sopranos."
"seine","48","  ","[Seine]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Bridge> ; <http://dbpedia.org/ontology/crosses> <http://dbpedia.org/resource/Seine> }","Which bridges cross the Seine?"
"series","158","  ","[Battlestar_Galactica_%282004_TV_series%29, dbr:Friends]",,"List all episodes of the first season of the HBO television series The Sopranos!"
"shepherd","185","  ","[German_Shepherd]","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/breed> <http://dbpedia.org/resource/German_Shepherd> }","Give me all breeds of the German Shepherd dog."
"show","137","  ","[TelevisionShow]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/TelevisionShow> ; <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/John_Cleese> }","Which television shows were created by John Cleese?"
"  ","321","  ","[TelevisionShow]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type TelevisionShow ; creator Walt_Disney }","Which television shows were created by Walt Disney?"
"site","68","  ","[WorldHeritageSite]","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/WorldHeritageSite> . { ?uri <http://dbpedia.org/property/year> '2013'^^xsd:integer . } UNION { ?uri <http://dbpedia.org/property/year> '2014'^^xsd:integer . } }","Give me all world heritage sites designated within the past two years."
"skyteam","116","  ","[SkyTeam]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Airline> { ?uri <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/SkyTeam> } UNION { ?uri <http://dbpedia.org/ontology/Alliance> <http://dbpedia.org/resource/SkyTeam> } }","What airlines are part of the SkyTeam alliance?"
"slack","241","  ","[Slack_(software)]","PREFIX  <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { ?uri product <http://dbpedia.org/resource/Slack_(software)> }","Who developed Slack?"
"slovenia","316","  ","[Slovenia]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { Slovenia ethnicGroup ?uri }","How many ethnic groups live in Slovenia?"
"soccer,","46","  ","[SoccerClub, SoccerPlayer]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> ; <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Bundesliga> }","Show a list of soccer clubs that play in the Bundesliga."
"  ","64","  ","[SoccerClub, SoccerPlayer]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> ; <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Premier_League> }","Give me all soccer clubs in the Premier League."
"  ","139","  ","[SoccerClub, SoccerPlayer]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerPlayer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Malta> }","Which soccer players were born on Malta?"
"  ","183","  ","[SoccerClub, SoccerPlayer]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> { ?uri <http://dbpedia.org/ontology/ground> <http://dbpedia.org/resource/Spain> } UNION { ?uri <http://dbpedia.org/property/ground> ?ground FILTER regex(?ground, ""Spain"") } }","Give me all soccer clubs in Spain."
"software","125","  ","[Software, Mean_Hamster_Software]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Software> . ?company a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/developer> ?company . ?company <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> }","Which software has been developed by organizations founded in California?"
"  ","295","  ","[Software, Mean_Hamster_Software]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type VideoGame ; publisher Mean_Hamster_Software }","Give me all video games published by Mean Hamster Software."
"song","136","  ","[Song]","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Song> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Bruce_Springsteen> . ?uri <http://dbpedia.org/ontology/releaseDate> ?date . FILTER (?date >= '1980-01-01'^^xsd:date && ?date <= '1990-12-31'^^xsd:date) }","Show me all songs from Bruce Springsteen released between 1980 and 1990."
"sopranos","158","  ","[The_Sopranos]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series The_Sopranos ; seasonNumber 1 }","List all episodes of the first season of the HBO television series The Sopranos!"
"  ","331","  ","[The_Sopranos]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series The_Sopranos ; seasonNumber 1 }","List all episodes of the first season of the HBO television series The Sopranos."
"south","303","  ","[dbr:South_Africa]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?uri WHERE { dbr:South_Africa governmentType ?uri }","What form of government is found in South Africa?"
"spain","132","  ","[Spain]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Prime_Minister_of_Spain> <http://dbpedia.org/property/residence> ?uri }","Where is the residence of the prime minister of Spain?"
"  ","183","  ","[Spain]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> { ?uri <http://dbpedia.org/ontology/ground> <http://dbpedia.org/resource/Spain> } UNION { ?uri <http://dbpedia.org/property/ground> ?ground FILTER regex(?ground, ""Spain"") } }","Give me all soccer clubs in Spain."
"  ","207","  ","[Spain]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Stadium ; location Spain ; seatingCapacity ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","What is the biggest stadium in Spain?"
"specials","352","  ","[BBC_Wildlife_Specials]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { BBC_Wildlife_Specials presenter ?uri }","Who is the host of the BBC Wildlife Specials?"
"sport","223","  ","[Sport]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { dbr:Horse_racing rdf:type Sport }","Is horse racing a sport?"
"stadium","207","  ","[Stadium]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Stadium ; location Spain ; seatingCapacity ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","What is the biggest stadium in Spain?"
"state","4","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { Area_51 location ?uri . ?uri country United_States. }","In which U.S. state is Area 51 located?"
"  ","16","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:densityrank ?rank } ORDER BY ASC(?rank) LIMIT 1","Which state of the USA has the highest population density?"
"  ","22","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:densityrank ?density } ORDER BY ASC(?density) LIMIT 1","Which state of the United States of America has the highest density?"
"  ","25","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:timezone ?x FILTER ( ?uri != Utah ) }","Which U.S. states are in the same timezone as Utah?"
"  ","26","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:mineral ?mineral FILTER regex(?mineral, ""gold"", ""i"") }","Which U.S. states possess gold minerals?"
"  ","98","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri }","What is the largest metropolitan area in Washington state?"
"  ","115","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_McKinley> wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type yago:WikicatStatesOfTheUnitedStates }","In which U.S. state is Mount McKinley located?"
"  ","108","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> ; <http://dbpedia.org/property/timezone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) }","Which U.S. states are in the same time zone as Utah?"
"  ","172","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { Fort_Knox location ?uri . ?uri country United_States }","In which U.S. state is Fort Knox located?"
"  ","206","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE { dbr:Pennsylvania_State_University state ?s }","In which state Penn State University is located?"
"  ","318","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Natalie_Portman birthPlace ?city . ?city country United_States }","Was Natalie Portman born in the United States?"
"  ","327","  ","[United_States, yago:WikicatStatesOfTheUnitedStates, dbr:Pennsylvania_State_University, Washington_(state), dbr:States_of_Mexico]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT (COUNT(?uri) AS ?count) WHERE { ?uri type dbr:States_of_Mexico }","How many states are in Mexico?"
"statue","35","  ","[Statue_of_Liberty]","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/beginningDate> ?date }","When was the Statue of Liberty built?"
"steel","109","  ","[Danielle_Steel]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Book> ; <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Danielle_Steel> }","Give me all books written by Danielle Steel."
"stone","410","  ","[Queens_of_the_Stone_Age]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?name WHERE { Queens_of_the_Stone_Age alias ?name }","What was the first name of the band Queens of the Stone Age?"
"store","250","  ","[Aldi]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?number WHERE { Aldi numberOfLocations ?number }","How many Aldi stores are there?"
"story","260","  ","[Toy_Story]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?runtime WHERE { Toy_Story runtime ?runtime }","Give me the runtime of Toy Story."
"studios","15","  ","[Universal_Studios]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Universal_Studios owner ?uri }","Who is the owner of Universal Studios?"
"sungkyunkwan","237","  ","[dbr:Sungkyunkwan_University]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT DISTINCT ?country WHERE { dbr:Sungkyunkwan_University city ?city ; country ?country }","Where is Sungkyunkwan University?"
"suriname","291","  ","[Suriname]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Suriname officialLanguage ?uri }","What is the official language of Suriname?"
"swimmer","40","  ","[Swimmer]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Moscow> }","Give all swimmers that were born in Moscow."
"tegel","373","  ","[Berlin_Tegel_Airport ]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Lufthansa subsidiary ?uri . ?uri targetAirport Dortmund_Airport ; targetAirport Berlin_Tegel_Airport }","Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?"
"tel","381","  ","[Tel_Aviv]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Tel_Aviv leaderName ?uri }","Who is the mayor of Tel Aviv?"
"telecommunication","142","  ","[Telecommunication]","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Organisation> { ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Telecommunication> } UNION { ?uri <http://dbpedia.org/property/industry> ?industry FILTER regex(?industry, ""Telecommunications"") } { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Belgium> } UNION { ?uri <http://dbpedia.org/property/locationCountry> ""Belgium""@en } }","Which telecommunications organizations are located in Belgium?"
"television_show, television_series","321","  ","[TelevisionShow, predicate=TelevisionShow, predicate=series]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type TelevisionShow ; creator Walt_Disney }","Which television shows were created by Walt Disney?"
"terre","195","  ","[The_Pillars_of_the_Earth]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book Les Piliers de la terre?"
"thrones","338","  ","[Game_of_Thrones]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Breaking_Bad numberOfEpisodes ?x . Game_of_Thrones numberOfEpisodes ?y FILTER ( ?y > ?x ) }","Does Breaking Bad have more episodes than Game of Thrones?"
"  ","397","  ","[Game_of_Thrones]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Game_of_Thrones composer ?uri }","Who wrote the Game of Thrones theme?"
"titanic","259","  ","[Titanic_(1997_film), RMS_Titanic]","PREFIX  <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Titanic_(1997_film)> musicComposer ?uri }","Who composed the soundtrack for Cameron's Titanic?"
"  ","325","  ","[Titanic_(1997_film), RMS_Titanic]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { RMS_Titanic completionDate ?date }","When was the Titanic completed?"
"tower","67","  ","[Eiffel_Tower, Yokohama_Marine_Tower]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eiffel_Tower> <http://dbpedia.org/ontology/architect> ?x . ?x <http://dbpedia.org/property/almaMater> ?uri }","Where did the architect of the Eiffel Tower study?"
"  ","304","  ","[Eiffel_Tower, Yokohama_Marine_Tower]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { Yokohama_Marine_Tower height ?num }","How high is the Yokohama Marine Tower?"
"toy","260","  ","[Toy_Story]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?runtime WHERE { Toy_Story runtime ?runtime }","Give me the runtime of Toy Story."
"trumpet","24","  ","[Trumpet]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri occupation Bandleader ; instrument Trumpet }","Give me a list of all trumpet players that were bandleaders."
"  ","164","  ","[Trumpet]","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Bandleader> ; <http://dbpedia.org/ontology/instrument> <http://dbpedia.org/resource/Trumpet> }","Give me a list of all bandleaders that play trumpet."
"turkmenistan","307","  ","[Turkmenistan]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT (COUNT(DISTINCT ?x) AS ?c) WHERE { Turkmenistan language ?x }","How many languages are spoken in Turkmenistan?"
"tv","91","  ","[TelevisionShow]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/TelevisionShow> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Neil_Patrick_Harris> }","Give me all the TV shows with Neil Patrick Harris."
"  ","226","  ","[TelevisionShow]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?date WHERE { dbr:Friends completionDate ?date }","When was the last episode of the TV series Friends aired?"
"u.s.","4","  ","[object=United_States, object=yago:WikicatStatesOfTheUnitedStates]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { Area_51 location ?uri . ?uri country United_States. }","In which U.S. state is Area 51 located?"
"  ","25","  ","[object=United_States, object=yago:WikicatStatesOfTheUnitedStates]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:timezone ?x FILTER ( ?uri != Utah ) }","Which U.S. states are in the same timezone as Utah?"
"  ","26","  ","[object=United_States, object=yago:WikicatStatesOfTheUnitedStates]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:mineral ?mineral FILTER regex(?mineral, ""gold"", ""i"") }","Which U.S. states possess gold minerals?"
"  ","108","  ","[object=United_States, object=yago:WikicatStatesOfTheUnitedStates]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> ; <http://dbpedia.org/property/timezone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) }","Which U.S. states are in the same time zone as Utah?"
"  ","115","  ","[object=United_States, object=yago:WikicatStatesOfTheUnitedStates]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_McKinley> wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type yago:WikicatStatesOfTheUnitedStates }","In which U.S. state is Mount McKinley located?"
"  ","172","  ","[object=United_States, object=yago:WikicatStatesOfTheUnitedStates]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { Fort_Knox location ?uri . ?uri country United_States }","In which U.S. state is Fort Knox located?"
"  ","254","  ","[object=United_States, object=yago:WikicatStatesOfTheUnitedStates]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Abraham_Lincoln spouse ?uri }","Who was the wife of U.S. president Lincoln?"
"  ","324","  ","[object=United_States, object=yago:WikicatStatesOfTheUnitedStates]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Andrew_Jackson battle ?battle }","Was U.S. president Jackson involved in a war?"
