id,questions,sparq,answer
434,Was war der Produzent von Etui?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_(goods)>    },Hora (company)
435,Was waren die Produzenten von Etui?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_(goods)>    },Hora (company)
436,Welche Organisation ist der Produzent von Etui?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_(goods)>    },Hora (company)
437,Welche Organisation war der Produzent von Etui?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_(goods)>    },Hora (company)
438,Welche Organisationen sind die Produzenten von Etui?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_(goods)>    },Hora (company)
439,Welche Organisationen waren die Produzenten von Etui?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_(goods)>    },Hora (company)
440,Gib mir den Produzenten von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
441,Gib mir die Produzenten von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
442,Was ist der Produzent von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
443,Was sind die Produzenten von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
444,Was war der Produzent von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
445,Was waren die Produzenten von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
446,Welche Organisation ist der Produzent von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
447,Welche Organisation war der Produzent von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
448,Welche Organisationen sind die Produzenten von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
449,Welche Organisationen waren die Produzenten von Fallrecht?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
450,Gib mir den Produzenten von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
451,Gib mir die Produzenten von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
452,Was ist der Produzent von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
453,Was sind die Produzenten von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
454,Was war der Produzent von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
455,Was waren die Produzenten von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
456,Welche Organisation ist der Produzent von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
457,Welche Organisation war der Produzent von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
458,Welche Organisationen sind die Produzenten von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
459,Welche Organisationen waren die Produzenten von Casein?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
460,Gib mir den Produzenten von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
461,Gib mir die Produzenten von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
462,Was ist der Produzent von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
463,Was sind die Produzenten von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
464,Was war der Produzent von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
465,Was waren die Produzenten von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
466,Welche Organisation ist der Produzent von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
467,Welche Organisation war der Produzent von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
468,Welche Organisationen sind die Produzenten von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
469,Welche Organisationen waren die Produzenten von Abholgro??markt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
470,Gib mir den Produzenten von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
471,Gib mir die Produzenten von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
472,Was ist der Produzent von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
473,Was sind die Produzenten von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
474,Was war der Produzent von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
475,Was waren die Produzenten von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
476,Welche Organisation ist der Produzent von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
477,Welche Organisation war der Produzent von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
478,Welche Organisationen sind die Produzenten von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
479,Welche Organisationen waren die Produzenten von Cash Crops?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
480,Gib mir den Produzenten von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
481,Gib mir die Produzenten von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
482,Was ist der Produzent von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
483,Was sind die Produzenten von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
484,Was war der Produzent von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
485,Was waren die Produzenten von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
486,Welche Organisation ist der Produzent von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
487,Welche Organisation war der Produzent von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
488,Welche Organisationen sind die Produzenten von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
489,Welche Organisationen waren die Produzenten von Cash Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
490,Gib mir den Produzenten von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
491,Gib mir die Produzenten von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
492,Was ist der Produzent von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
493,Was sind die Produzenten von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
494,Was war der Produzent von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
495,Was waren die Produzenten von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
496,Welche Organisation ist der Produzent von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
497,Welche Organisation war der Produzent von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
498,Welche Organisationen sind die Produzenten von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
499,Welche Organisationen waren die Produzenten von Treasury?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
500,Gib mir den Produzenten von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
501,Gib mir die Produzenten von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
502,Was ist der Produzent von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
503,Was sind die Produzenten von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
504,Was war der Produzent von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
505,Was waren die Produzenten von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
506,Welche Organisation ist der Produzent von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
507,Welche Organisation war der Produzent von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
508,Welche Organisationen sind die Produzenten von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
509,Welche Organisationen waren die Produzenten von Registrierkasse?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
510,Gib mir den Produzenten von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
511,Gib mir die Produzenten von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
512,Was ist der Produzent von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
513,Was sind die Produzenten von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
514,Was war der Produzent von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
515,Was waren die Produzenten von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
516,Welche Organisation ist der Produzent von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
517,Welche Organisation war der Produzent von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
518,Welche Organisationen sind die Produzenten von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
519,Welche Organisationen waren die Produzenten von Cashback-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
520,Gib mir den Produzenten von Bankscheck?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashier's_check>    },MoneyGram
521,Gib mir die Produzenten von Bankscheck?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashier's_check>    },MoneyGram
